x,y
0.004,0.2792773436147702
0.006,2.7536216192986753
0.006,2.7536216192986753
0.014,0.5441198947392314
0.049,6.423431365299381
0.051000000000000004,0.6218725191420378
0.055,2.707462722935631
0.065,1.7779678210137582
0.066,4.420224640488449
0.068,2.6536767119750757
0.07100000000000001,4.713699799881169
0.074,4.906352607185133
0.076,2.697527131359304
0.081,1.4583402385748385
0.08700000000000001,2.537593385195313
0.098,4.500601594100023
0.10300000000000001,7.547153648950567
0.11900000000000001,1.6296010377025472
0.129,2.9003289601542392
0.138,0.25549422482082895
0.153,2.5387018838131006
0.16,3.967839614994027
0.181,0.5183064643184647
0.186,4.1560005644559626
0.186,4.1560005644559626
0.189,2.0187286318486852
0.19,0.8914568719302505
0.21,3.390790344419598
0.213,1.9298760361152905
0.22,4.450463133361195
0.23800000000000002,4.393670596724474
0.23800000000000002,4.393670596724474
0.243,3.548384242585571
0.254,1.9011517623288445
0.259,2.5741013770085233
0.268,2.4078523187301277
0.28300000000000003,1.45005447316174
0.29,0.527466547325008
0.296,2.774659226018512
0.302,0.1602192787662331
0.324,2.841293911968502
0.331,0.43249259197889556
0.334,1.3791848156020199
0.357,0.30307829779238693
0.36,2.7276409612811596
0.365,2.644815720920083
0.368,1.8236000432067883
0.37,3.8923881880221147
0.371,1.8483426161427488
0.384,2.2303095629618235
0.394,0.9719802502864471
0.396,6.238606734861067
0.41300000000000003,3.9638656032428745
0.426,2.096753816187599
0.429,4.6067010234709045
0.449,0.24958264354162485
0.464,3.993108789795439
0.466,6.162294060312836
0.517,1.6458084844649836
0.539,0.06784096216308377
0.554,2.9078842565369936
0.555,1.4343221623045528
0.562,0.48112684418811735
0.593,1.1163051135038669
0.598,0.6305998224201768
0.606,5.542391235481431
0.607,3.285310252099127
0.61,0.9108231551990427
0.613,0.40518655792408853
0.641,1.0993846656241915
0.655,1.0592525005622317
0.657,1.1482841068809067
0.664,0.17165558111747026
0.666,2.860402327091744
0.676,5.157977909116305
0.6950000000000001,0.9689173878809788
0.6960000000000001,8.781010266345149
0.6980000000000001,0.7235114879883717
0.704,0.7724708789631778
0.716,5.076331667735097
0.716,5.076331667735097
0.727,4.144602557849549
0.745,3.297024097362149
0.767,5.281429785525272
0.774,1.5674353160008045
0.784,8.93110012310888
0.788,5.38411780053512
0.79,1.9165701259013423
0.803,5.859002458323127
0.806,2.2338446353623174
0.8200000000000001,3.17048350001438
0.835,1.505121364052258
0.838,2.2924258675705067
0.845,0.9244386661556869
0.845,0.9244386661556869
0.845,0.9244386661556869
0.849,3.0792026732042697
0.854,1.5535934272831255
0.854,1.5535934272831255
0.869,2.045763451309664
0.871,0.015536041322173233
0.871,0.015536041322173233
0.877,3.310521096003969
0.882,2.8448615848422536
0.888,3.677281466489344
0.899,5.92716731192393
0.91,3.5045916557629337
0.923,2.665527069263002
0.9450000000000001,7.50868118960142
0.9470000000000001,0.30601718120154864
0.9510000000000001,0.24463857143036627
0.961,0.4151532257077397
1.0110000000000001,3.467832035699179
1.016,5.361164251910122
1.026,5.551919402589353
1.028,6.464595042639788
1.055,5.911911668882469
1.058,1.6115172850456543
1.073,0.5834237205842125
1.077,2.6410705131696757
1.114,0.15012257208608304
1.117,1.8976333432175183
1.119,0.8368831916962958
1.1320000000000001,2.7441659230729054
1.137,3.072981889951888
1.157,2.686601702983852
1.162,4.872069528718965
1.163,2.5203961559299186
1.175,3.408294786927608
1.206,3.229284517654211
1.238,0.9552309780332577
1.249,3.5625750192145667
1.252,1.9143066472992492
1.266,8.342237699439128
1.278,0.11597118135880446
1.302,5.96821891331095
1.314,4.165891870961494
1.331,0.6463450368745143
1.331,0.6463450368745143
1.331,0.6463450368745143
1.343,5.847351734105508
1.346,3.546369852536059
1.347,1.2609017085269516
1.349,6.042534294420356
1.365,0.4626809038329971
1.377,2.629649142977089
1.445,1.562897438799484
1.446,0.449168763019427
1.448,1.8188267834443068
1.456,1.7591868700261237
1.456,1.7591868700261237
1.46,1.241021869769037
1.472,0.46588063585666983
1.481,3.1390388872588897
1.482,5.445697420658654
1.485,2.370212442594333
1.489,2.345178170892383
1.5070000000000001,0.050957640965254125
1.5090000000000001,4.622039014383799
1.522,8.363560094593497
1.5350000000000001,3.062564606458275
1.54,6.612898375782217
1.542,6.852884127703196
1.544,1.6567440593422242
1.545,1.3173674242816817
1.545,1.3173674242816817
1.557,1.6700323816597953
1.58,4.56537506733052
1.583,2.366426698247396
1.598,3.7707602758777754
1.606,0.5660631330600414
1.607,3.56301326736192
1.622,8.166456528528876
1.631,2.3153387475873224
1.641,7.432462590798985
1.645,2.2012516520861967
1.6460000000000001,0.7743279486756895
1.6540000000000001,1.71144533146247
1.669,8.011389787006191
1.675,4.866695918607476
1.677,2.818896512597738
1.678,5.407760399464841
1.681,0.2786957104233778
1.685,1.1941518474743806
1.696,5.498984975236002
1.702,4.745607960082419
1.704,3.233541506915941
1.706,4.198149389847458
1.716,3.5720394919373195
1.749,3.5677240752101724
1.7730000000000001,4.979622871462854
1.7770000000000001,0.2791073074745243
1.782,4.845390303440954
1.782,4.845390303440954
1.803,0.3716653696162644
1.829,8.709977725293466
1.843,4.099471297688234
1.845,0.02799407775798546
1.86,0.6463132868084371
1.869,6.720424673095454
1.8860000000000001,6.3617915369698075
1.889,2.491238037421099
1.8940000000000001,0.09067592626600307
1.895,2.3880117750891947
1.8980000000000001,2.2019183772882442
1.9040000000000001,4.66606910558257
1.905,5.3439906648862845
1.93,0.8711188737547877
1.93,0.8711188737547877
1.941,10.99322066182909
1.947,1.2050492376979998
1.954,5.570289427969685
1.965,4.2010749328626265
1.979,4.25206490189007
1.981,4.250044930383336
1.988,1.7654931419159996
2.0060000000000002,9.180205088084861
2.0100000000000002,8.327639937773254
2.0100000000000002,8.327639937773254
2.013,6.090024121412734
2.0140000000000002,2.0586276857370494
2.0180000000000002,6.227310965961738
2.047,0.42567788706081977
2.058,5.246139972480863
2.07,7.439932001881226
2.07,7.439932001881226
2.085,10.041974136943809
2.09,6.511198802635194
2.094,2.6059090706396404
2.095,3.5606157938631786
2.104,4.111182452883522
2.109,5.036372783717368
2.132,1.760910001278759
2.1430000000000002,3.8749213788995007
2.146,3.750614985341983
2.16,4.925389620575354
2.1630000000000003,6.855833538553393
2.188,2.6222004964274186
2.189,4.816526020374266
2.215,5.060643318426695
2.22,3.7913784836888373
2.227,9.449723018091612
2.238,3.033859177073783
2.242,3.1963436717125364
2.247,5.683246813084695
2.255,5.794622568151362
2.258,8.120744568893583
2.259,4.8366486808713685
2.265,5.837988425104523
2.2680000000000002,4.398735244889806
2.273,6.233524533556912
2.281,6.216452976053851
2.281,6.216452976053851
2.317,2.883868066735742
2.321,1.3117026374881462
2.323,7.97054310421514
2.343,5.350013103985933
2.352,7.028328565297862
2.356,4.944497332225454
2.361,0.3449580155008727
2.362,2.0884090711020358
2.363,5.354316887952632
2.371,6.3025020642952185
2.3890000000000002,4.981887969596857
2.395,7.3096752297605585
2.4010000000000002,7.866157908041876
